Target_ID	Target_Name	Chr	Genomic_Pos	Target_Pos	H1_Depth	H1_Methylation_Freq	H2_Depth	H2_Methylation_Freq	Delta_Methylation	ASM_Status
T6	IRF4	chr6	396903	4675	5	0.8	9	1.0	0.2	Concordant
T6	IRF4	chr6	396955	4727	6	0.8333	9	1.0	0.1667	Concordant
T6	IRF4	chr6	396960	4732	5	0.4	9	0.6667	0.2667	AlleleSpecific
T6	IRF4	chr6	397007	4779	4	0.25	10	0.6	0.35	AlleleSpecific
T6	IRF4	chr6	397012	4784	5	0.6	8	0.75	0.15	Concordant
T6	IRF4	chr6	397059	4831	6	1.0	7	0.8571	0.1429	Concordant
T6	IRF4	chr6	397137	4909	7	0.2857	9	0.3333	0.0476	Concordant
T6	IRF4	chr6	397158	4930	5	0.4	8	0.375	0.025	Concordant
T6	IRF4	chr6	397163	4935	6	0.0	6	0.8333	0.8333	AlleleSpecific
T6	IRF4	chr6	397178	4950	3	0.0	5	0.6	0.6	AlleleSpecific
T6	IRF4	chr6	397187	4959	4	0.5	8	0.875	0.375	AlleleSpecific
T6	IRF4	chr6	397205	4977	5	0.2	12	0.3333	0.1333	Concordant
T6	IRF4	chr6	397315	5087	3	0.3333	5	0.4	0.0667	Concordant
T6	IRF4	chr6	397370	5142	3	0.6667	6	0.3333	0.3334	AlleleSpecific
T6	IRF4	chr6	397469	5241	3	0.6667	5	1.0	0.3333	AlleleSpecific
T6	IRF4	chr6	397611	5383	5	0.6	7	0.7143	0.1143	Concordant
T6	IRF4	chr6	397671	5443	3	1.0	5	0.8	0.2	Concordant
T6	IRF4	chr6	397700	5472	6	0.6667	9	0.7778	0.1111	Concordant
T6	IRF4	chr6	397777	5549	6	0.1667	8	0.625	0.4583	AlleleSpecific
T6	IRF4	chr6	398184	5956	4	0.75	3	0.6667	0.0833	Concordant
T6	IRF4	chr6	398285	6057	5	1.0	9	0.7778	0.2222	Concordant
T6	IRF4	chr6	398505	6277	5	0.8	8	0.875	0.075	Concordant
T6	IRF4	chr6	398580	6352	5	0.6	5	1.0	0.4	AlleleSpecific
T6	IRF4	chr6	398615	6387	3	1.0	7	1.0	0.0	Concordant
T6	IRF4	chr6	398724	6496	4	0.25	3	0.3333	0.0833	Concordant
T6	IRF4	chr6	398772	6544	4	0.25	5	0.6	0.35	AlleleSpecific
T6	IRF4	chr6	398782	6554	4	1.0	4	0.75	0.25	AlleleSpecific
T6	IRF4	chr6	398883	6655	5	0.2	4	0.75	0.55	AlleleSpecific
T6	IRF4	chr6	398927	6699	4	0.5	5	0.8	0.3	AlleleSpecific
T6	IRF4	chr6	399013	6785	3	0.6667	5	1.0	0.3333	AlleleSpecific
T6	IRF4	chr6	399149	6921	6	1.0	8	0.875	0.125	Concordant
T6	IRF4	chr6	399235	7007	5	1.0	5	1.0	0.0	Concordant
T6	IRF4	chr6	399264	7036	4	1.0	5	0.8	0.2	Concordant
T6	IRF4	chr6	399580	7352	4	1.0	7	1.0	0.0	Concordant
T6	IRF4	chr6	399752	7524	3	0.6667	5	0.6	0.0667	Concordant
T6	IRF4	chr6	399853	7625	4	0.75	8	0.875	0.125	Concordant
T6	IRF4	chr6	400001	7773	6	0.8333	9	0.6667	0.1666	Concordant
T6	IRF4	chr6	400010	7782	4	0.75	8	0.75	0.0	Concordant
T6	IRF4	chr6	400049	7821	4	0.75	4	0.75	0.0	Concordant
T6	IRF4	chr6	400061	7833	3	0.6667	9	0.6667	0.0	Concordant
T6	IRF4	chr6	400090	7862	4	0.75	9	0.6667	0.0833	Concordant
T6	IRF4	chr6	400104	7876	4	1.0	6	1.0	0.0	Concordant
T6	IRF4	chr6	400420	8192	4	1.0	10	0.9	0.1	Concordant
T6	IRF4	chr6	400460	8232	3	0.6667	5	0.6	0.0667	Concordant
T6	IRF4	chr6	400859	8631	3	1.0	8	0.75	0.25	AlleleSpecific
T6	IRF4	chr6	400877	8649	3	0.3333	6	0.6667	0.3334	AlleleSpecific
T6	IRF4	chr6	400900	8672	4	1.0	5	0.8	0.2	Concordant
T6	IRF4	chr6	401153	8925	3	0.6667	4	0.5	0.1667	Concordant
T6	IRF4	chr6	401199	8971	4	0.5	6	0.6667	0.1667	Concordant
T6	IRF4	chr6	401221	8993	3	1.0	8	0.75	0.25	AlleleSpecific
T6	IRF4	chr6	401288	9060	3	0.0	3	0.3333	0.3333	AlleleSpecific
T6	IRF4	chr6	401311	9083	3	0.6667	7	0.5714	0.0953	Concordant
T6	IRF4	chr6	401372	9144	4	0.25	8	0.625	0.375	AlleleSpecific
T6	IRF4	chr6	401405	9177	5	0.2	8	0.625	0.425	AlleleSpecific
T6	IRF4	chr6	401429	9201	5	0.6	6	0.5	0.1	Concordant
T7	TPOX	chr2	1480605	242	10	0.7	3	0.6667	0.0333	Concordant
T7	TPOX	chr2	1482721	2358	7	0.8571	3	0.6667	0.1904	Concordant
T7	TPOX	chr2	1482729	2366	10	0.6	4	0.5	0.1	Concordant
T7	TPOX	chr2	1484954	4591	250	0.884	47	0.8936	0.0096	Concordant
T7	TPOX	chr2	1484969	4606	190	0.8421	35	0.7429	0.0992	Concordant
T7	TPOX	chr2	1485014	4651	250	0.876	49	0.9592	0.0832	Concordant
T7	TPOX	chr2	1485071	4708	242	0.7562	43	0.8605	0.1043	Concordant
T7	TPOX	chr2	1485078	4715	289	0.8408	53	0.7925	0.0483	Concordant
T7	TPOX	chr2	1485095	4732	261	0.5517	50	0.5	0.0517	Concordant
T7	TPOX	chr2	1485150	4787	239	0.7824	53	0.7358	0.0466	Concordant
T7	TPOX	chr2	1485173	4810	272	0.7757	54	0.8519	0.0762	Concordant
T7	TPOX	chr2	1485238	4875	276	0.7826	51	0.902	0.1194	Concordant
T7	TPOX	chr2	1485367	5004	240	0.7792	62	0.7258	0.0534	Concordant
T7	TPOX	chr2	1485432	5069	277	0.7906	63	0.8095	0.0189	Concordant
T7	TPOX	chr2	1485475	5112	301	0.7243	61	0.7049	0.0194	Concordant
T7	TPOX	chr2	1485591	5228	329	0.693	66	0.7273	0.0343	Concordant
T7	TPOX	chr2	1485731	5368	287	0.6864	53	0.6415	0.0449	Concordant
T7	TPOX	chr2	1486025	5662	292	0.6986	50	0.82	0.1214	Concordant
T7	TPOX	chr2	1486249	5886	62	0.6129	34	0.7059	0.093	Concordant
T7	TPOX	chr2	1486296	5933	141	0.4468	81	0.5185	0.0717	Concordant
T7	TPOX	chr2	1486311	5948	161	0.3292	86	0.3953	0.0661	Concordant
T7	TPOX	chr2	1486394	6031	121	0.719	67	0.6716	0.0474	Concordant
T7	TPOX	chr2	1486450	6087	116	0.5086	70	0.5429	0.0343	Concordant
T7	TPOX	chr2	1486485	6122	114	0.5965	58	0.5517	0.0448	Concordant
T7	TPOX	chr2	1487460	7097	241	0.6183	117	0.6154	0.0029	Concordant
T7	TPOX	chr2	1487462	7099	223	0.6188	103	0.6214	0.0026	Concordant
T7	TPOX	chr2	1487472	7109	382	0.623	173	0.5434	0.0796	Concordant
T7	TPOX	chr2	1487500	7137	418	0.6124	185	0.5784	0.034	Concordant
T7	TPOX	chr2	1487550	7187	409	0.9804	185	0.9784	0.002	Concordant
T7	TPOX	chr2	1487605	7242	369	0.9593	156	0.9295	0.0298	Concordant
T7	TPOX	chr2	1487609	7246	386	0.842	168	0.8631	0.0211	Concordant
T7	TPOX	chr2	1487629	7266	395	0.6608	177	0.6441	0.0167	Concordant
T7	TPOX	chr2	1487653	7290	323	0.5759	137	0.5912	0.0153	Concordant
T7	TPOX	chr2	1487661	7298	417	0.5755	189	0.5714	0.0041	Concordant
T7	TPOX	chr2	1487691	7328	390	0.5897	176	0.5739	0.0158	Concordant
T7	TPOX	chr2	1487733	7370	374	0.9037	165	0.9394	0.0357	Concordant
T7	TPOX	chr2	1490909	10546	166	0.6446	65	0.5692	0.0754	Concordant
T7	TPOX	chr2	1490937	10574	168	0.631	87	0.7356	0.1046	Concordant
T7	TPOX	chr2	1490942	10579	159	0.4906	76	0.5658	0.0752	Concordant
T7	TPOX	chr2	1490953	10590	180	0.6056	79	0.557	0.0486	Concordant
T7	TPOX	chr2	1491030	10667	196	0.9694	82	0.9634	0.006	Concordant
T7	TPOX	chr2	1491156	10793	155	0.9484	66	0.9091	0.0393	Concordant
T7	TPOX	chr2	1492176	11813	135	0.6667	99	0.6364	0.0303	Concordant
T7	TPOX	chr2	1492223	11860	161	0.4348	110	0.3818	0.053	Concordant
T7	TPOX	chr2	1492230	11867	161	0.354	112	0.3571	0.0031	Concordant
T7	TPOX	chr2	1492240	11877	172	0.4186	127	0.3228	0.0958	Concordant
T7	TPOX	chr2	1492279	11916	188	0.3404	144	0.1736	0.1668	Concordant
T7	TPOX	chr2	1492303	11940	167	0.8084	121	0.7769	0.0315	Concordant
T7	TPOX	chr2	1492311	11948	182	0.6703	130	0.6154	0.0549	Concordant
T7	TPOX	chr2	1492397	12034	182	0.456	135	0.363	0.093	Concordant
T7	TPOX	chr2	1492401	12038	183	0.5301	116	0.5	0.0301	Concordant
T7	TPOX	chr2	1492406	12043	176	0.5284	111	0.4685	0.0599	Concordant
T7	TPOX	chr2	1492444	12081	134	0.403	83	0.5422	0.1392	Concordant
T8	PentaD	chr21	43627723	161	4	0.75	30	0.9667	0.2167	Concordant
T8	PentaD	chr21	43628053	491	5	1.0	37	0.8108	0.1892	Concordant
T8	PentaD	chr21	43628111	549	6	1.0	33	0.9697	0.0303	Concordant
T8	PentaD	chr21	43628290	728	7	1.0	42	0.9048	0.0952	Concordant
T8	PentaD	chr21	43628338	776	6	1.0	20	0.75	0.25	AlleleSpecific
T8	PentaD	chr21	43628568	1006	6	1.0	33	1.0	0.0	Concordant
T8	PentaD	chr21	43628636	1074	8	0.875	33	0.8788	0.0038	Concordant
T8	PentaD	chr21	43628681	1119	6	1.0	41	0.9756	0.0244	Concordant
T8	PentaD	chr21	43628701	1139	9	0.8889	36	0.8889	0.0	Concordant
T8	PentaD	chr21	43628720	1158	11	1.0	34	0.9412	0.0588	Concordant
T8	PentaD	chr21	43628794	1232	10	0.8	21	0.7143	0.0857	Concordant
T8	PentaD	chr21	43629173	1611	6	0.8333	23	0.913	0.0797	Concordant
T8	PentaD	chr21	43629291	1729	66	0.8333	128	0.8203	0.013	Concordant
T8	PentaD	chr21	43629433	1871	273	0.7399	464	0.7522	0.0123	Concordant
T8	PentaD	chr21	43629513	1951	240	0.6542	417	0.6619	0.0077	Concordant
T8	PentaD	chr21	43629521	1959	239	0.7908	393	0.7786	0.0122	Concordant
T8	PentaD	chr21	43629524	1962	249	0.6908	401	0.7082	0.0174	Concordant
T8	PentaD	chr21	43635638	8076	30	0.7333	23	0.8696	0.1363	Concordant
T8	PentaD	chr21	43635644	8082	38	0.7368	22	0.7273	0.0095	Concordant
T8	PentaD	chr21	43635745	8183	85	0.6706	42	0.6429	0.0277	Concordant
T8	PentaD	chr21	43635787	8225	63	0.8095	31	0.7097	0.0998	Concordant
T8	PentaD	chr21	43635821	8259	101	0.4851	48	0.4375	0.0476	Concordant
T8	PentaD	chr21	43635843	8281	107	0.3925	51	0.4118	0.0193	Concordant
T8	PentaD	chr21	43635863	8301	96	0.4271	40	0.275	0.1521	Concordant
T8	PentaD	chr21	43635877	8315	105	0.381	57	0.3684	0.0126	Concordant
T8	PentaD	chr21	43635883	8321	107	0.4393	53	0.566	0.1267	Concordant
T8	PentaD	chr21	43635915	8353	96	0.8542	58	0.8103	0.0439	Concordant
T8	PentaD	chr21	43636657	9095	68	0.6471	54	0.7037	0.0566	Concordant
T8	PentaD	chr21	43636666	9104	78	0.4103	49	0.5306	0.1203	Concordant
T8	PentaD	chr21	43636760	9198	77	0.7662	55	0.8182	0.052	Concordant
T8	PentaD	chr21	43636839	9277	81	0.3333	50	0.44	0.1067	Concordant
T8	PentaD	chr21	43636870	9308	73	0.7397	44	0.7273	0.0124	Concordant
T8	PentaD	chr21	43636876	9314	62	0.8548	45	0.8444	0.0104	Concordant
T8	PentaD	chr21	43636884	9322	83	0.8434	38	0.8684	0.025	Concordant
T8	PentaD	chr21	43636943	9381	4	1.0	14	0.7857	0.2143	Concordant
T8	PentaD	chr21	43637010	9448	7	1.0	8	0.875	0.125	Concordant
T8	PentaD	chr21	43637014	9452	6	0.5	10	0.8	0.3	AlleleSpecific
T8	PentaD	chr21	43637026	9464	12	0.8333	26	0.7692	0.0641	Concordant
T8	PentaD	chr21	43637059	9497	12	0.5	17	0.5294	0.0294	Concordant
T8	PentaD	chr21	43637086	9524	14	0.8571	18	0.9444	0.0873	Concordant
T8	PentaD	chr21	43637109	9547	13	0.8462	16	0.9375	0.0913	Concordant
T8	PentaD	chr21	43637879	10317	8	0.875	20	0.95	0.075	Concordant
T8	PentaD	chr21	43637916	10354	6	0.8333	19	0.8421	0.0088	Concordant
T8	PentaD	chr21	43638021	10459	8	1.0	21	0.9048	0.0952	Concordant
T8	PentaD	chr21	43638181	10619	24	0.9583	24	0.9167	0.0416	Concordant
T8	PentaD	chr21	43638187	10625	28	0.7143	29	0.6897	0.0246	Concordant
T8	PentaD	chr21	43638232	10670	71	0.6197	39	0.5897	0.03	Concordant
T8	PentaD	chr21	43638255	10693	68	0.9265	33	0.9697	0.0432	Concordant
T8	PentaD	chr21	43638326	10764	62	0.9032	41	0.8537	0.0495	Concordant
T8	PentaD	chr21	43638350	10788	70	0.8857	37	0.7568	0.1289	Concordant
T8	PentaD	chr21	43638408	10846	56	0.7321	29	0.931	0.1989	Concordant
T8	PentaD	chr21	43640122	12560	5	0.6	23	0.9565	0.3565	AlleleSpecific
T8	PentaD	chr21	43641078	13516	200	0.89	169	0.9231	0.0331	Concordant
T8	PentaD	chr21	43641093	13531	181	0.663	154	0.6169	0.0461	Concordant
T8	PentaD	chr21	43641117	13555	210	0.6714	177	0.7062	0.0348	Concordant
T8	PentaD	chr21	43641137	13575	186	0.8656	166	0.8916	0.026	Concordant
T8	PentaD	chr21	43641149	13587	210	0.9857	180	0.9722	0.0135	Concordant
T8	PentaD	chr21	43641189	13627	179	0.9385	136	0.9265	0.012	Concordant
T8	PentaD	chr21	43641200	13638	191	0.8848	138	0.8623	0.0225	Concordant
T8	PentaD	chr21	43641220	13658	181	0.9779	137	0.9489	0.029	Concordant
T8	PentaD	chr21	43641241	13679	200	0.465	151	0.4768	0.0118	Concordant
T8	PentaD	chr21	43641278	13716	169	0.5444	151	0.5695	0.0251	Concordant
T8	PentaD	chr21	43641288	13726	124	0.6532	107	0.6449	0.0083	Concordant
T8	PentaD	chr21	43641290	13728	112	0.5804	109	0.5596	0.0208	Concordant
T8	PentaD	chr21	43641294	13732	119	0.5462	93	0.5376	0.0086	Concordant
T8	PentaD	chr21	43641361	13799	13	1.0	52	0.8846	0.1154	Concordant
T8	PentaD	chr21	43641675	14113	58	0.8276	135	0.7852	0.0424	Concordant
T8	PentaD	chr21	43641685	14123	115	0.8609	229	0.8603	0.0006	Concordant
T8	PentaD	chr21	43641768	14206	113	0.7611	236	0.7458	0.0153	Concordant
T8	PentaD	chr21	43641818	14256	108	0.8241	224	0.817	0.0071	Concordant
T8	PentaD	chr21	43641894	14332	104	0.8173	192	0.8125	0.0048	Concordant
T8	PentaD	chr21	43642277	14715	6	0.0	36	0.4167	0.4167	AlleleSpecific
T8	PentaD	chr21	43642295	14733	5	0.0	32	0.3125	0.3125	AlleleSpecific
T8	PentaD	chr21	43642830	15268	48	0.75	104	0.7404	0.0096	Concordant
T8	PentaD	chr21	43642862	15300	41	0.7805	106	0.7358	0.0447	Concordant
T8	PentaD	chr21	43642868	15306	45	0.5111	110	0.4545	0.0566	Concordant
T8	PentaD	chr21	43642931	15369	6	0.6667	39	0.3077	0.359	AlleleSpecific
T8	PentaD	chr21	43642943	15381	5	0.4	38	0.5	0.1	Concordant
T8	PentaD	chr21	43642949	15387	5	0.6	19	0.4211	0.1789	Concordant
T8	PentaD	chr21	43642954	15392	6	0.1667	37	0.3243	0.1576	Concordant
T8	PentaD	chr21	43643677	16115	4	1.0	13	1.0	0.0	Concordant
T8	PentaD	chr21	43643680	16118	55	0.9273	46	0.9565	0.0292	Concordant
T8	PentaD	chr21	43643684	16122	79	0.8734	102	0.9314	0.058	Concordant
T8	PentaD	chr21	43643696	16134	189	0.9206	181	0.9448	0.0242	Concordant
T8	PentaD	chr21	43643729	16167	186	0.5645	174	0.5632	0.0013	Concordant
T8	PentaD	chr21	43643754	16192	217	0.9171	201	0.9104	0.0067	Concordant
T8	PentaD	chr21	43643785	16223	203	0.9163	176	0.9034	0.0129	Concordant
T8	PentaD	chr21	43643814	16252	219	0.6256	209	0.6651	0.0395	Concordant
T8	PentaD	chr21	43643818	16256	210	0.9667	198	0.9949	0.0282	Concordant
T8	PentaD	chr21	43643826	16264	190	0.6421	171	0.5263	0.1158	Concordant
T8	PentaD	chr21	43643847	16285	214	0.5981	195	0.5846	0.0135	Concordant
T8	PentaD	chr21	43643871	16309	181	0.5359	179	0.514	0.0219	Concordant
T8	PentaD	chr21	43643886	16324	208	0.5769	184	0.5326	0.0443	Concordant
T8	PentaD	chr21	43643903	16341	200	0.61	208	0.625	0.015	Concordant
T8	PentaD	chr21	43643933	16371	175	0.8914	181	0.9282	0.0368	Concordant
T9	ACKR1/CADM3	chr1	159199806	26	12	0.8333	11	0.8182	0.0151	Concordant
T9	ACKR1/CADM3	chr1	159199867	87	19	0.8421	12	0.75	0.0921	Concordant
T9	ACKR1/CADM3	chr1	159199943	163	13	0.6154	9	0.2222	0.3932	AlleleSpecific
T9	ACKR1/CADM3	chr1	159200067	287	13	1.0	10	0.8	0.2	Concordant
T9	ACKR1/CADM3	chr1	159200094	314	14	1.0	8	0.75	0.25	AlleleSpecific
T9	ACKR1/CADM3	chr1	159200129	349	13	1.0	5	1.0	0.0	Concordant
T9	ACKR1/CADM3	chr1	159200216	436	12	1.0	7	0.7143	0.2857	AlleleSpecific
T9	ACKR1/CADM3	chr1	159200386	606	7	1.0	3	1.0	0.0	Concordant
T9	ACKR1/CADM3	chr1	159200464	684	9	1.0	9	1.0	0.0	Concordant
T9	ACKR1/CADM3	chr1	159200477	697	7	0.7143	6	0.8333	0.119	Concordant
T9	ACKR1/CADM3	chr1	159200485	705	10	0.8	6	1.0	0.2	Concordant
T9	ACKR1/CADM3	chr1	159200505	725	14	0.5	9	0.5556	0.0556	Concordant
T9	ACKR1/CADM3	chr1	159200511	731	13	0.5385	10	0.5	0.0385	Concordant
T9	ACKR1/CADM3	chr1	159200656	876	12	1.0	8	0.75	0.25	AlleleSpecific
T9	ACKR1/CADM3	chr1	159200835	1055	14	0.5714	12	0.5	0.0714	Concordant
T9	ACKR1/CADM3	chr1	159200838	1058	18	0.5	6	0.6667	0.1667	Concordant
T9	ACKR1/CADM3	chr1	159200850	1070	16	0.6875	6	0.8333	0.1458	Concordant
T9	ACKR1/CADM3	chr1	159200852	1072	15	0.6667	10	0.5	0.1667	Concordant
T9	ACKR1/CADM3	chr1	159200858	1078	15	0.6	8	0.625	0.025	Concordant
T9	ACKR1/CADM3	chr1	159200880	1100	17	0.7647	9	0.3333	0.4314	AlleleSpecific
T9	ACKR1/CADM3	chr1	159200898	1118	17	0.4706	10	0.6	0.1294	Concordant
T9	ACKR1/CADM3	chr1	159200926	1146	13	0.6923	12	0.75	0.0577	Concordant
T9	ACKR1/CADM3	chr1	159200943	1163	15	0.4	10	0.5	0.1	Concordant
T9	ACKR1/CADM3	chr1	159200977	1197	12	0.25	9	0.4444	0.1944	Concordant
T9	ACKR1/CADM3	chr1	159200988	1208	16	0.375	6	0.8333	0.4583	AlleleSpecific
T9	ACKR1/CADM3	chr1	159201007	1227	11	0.3636	8	0.125	0.2386	Concordant
T9	ACKR1/CADM3	chr1	159201015	1235	13	0.3846	6	0.3333	0.0513	Concordant
T9	ACKR1/CADM3	chr1	159201024	1244	11	0.1818	6	0.5	0.3182	AlleleSpecific
T9	ACKR1/CADM3	chr1	159201076	1296	15	0.4	10	0.6	0.2	Concordant
T9	ACKR1/CADM3	chr1	159201088	1308	13	0.6154	12	0.5833	0.0321	Concordant
T9	ACKR1/CADM3	chr1	159201114	1334	9	0.6667	6	0.5	0.1667	Concordant
T9	ACKR1/CADM3	chr1	159201147	1367	15	0.8	12	0.75	0.05	Concordant
T9	ACKR1/CADM3	chr1	159201411	1631	13	0.4615	4	0.5	0.0385	Concordant
T9	ACKR1/CADM3	chr1	159201423	1643	17	0.2353	9	0.5556	0.3203	AlleleSpecific
T9	ACKR1/CADM3	chr1	159201475	1695	15	0.4667	8	0.375	0.0917	Concordant
T9	ACKR1/CADM3	chr1	159201538	1758	11	0.3636	8	0.625	0.2614	AlleleSpecific
T9	ACKR1/CADM3	chr1	159201613	1833	13	0.3077	3	0.3333	0.0256	Concordant
T9	ACKR1/CADM3	chr1	159201615	1835	10	0.5	4	0.5	0.0	Concordant
T9	ACKR1/CADM3	chr1	159201682	1902	12	0.5833	10	0.7	0.1167	Concordant
T9	ACKR1/CADM3	chr1	159201698	1918	13	0.6154	11	0.4545	0.1609	Concordant
T9	ACKR1/CADM3	chr1	159201857	2077	12	0.5833	3	1.0	0.4167	AlleleSpecific
T9	ACKR1/CADM3	chr1	159201906	2126	15	0.5333	10	0.8	0.2667	AlleleSpecific
T9	ACKR1/CADM3	chr1	159201937	2157	15	0.2	8	0.5	0.3	AlleleSpecific
T9	ACKR1/CADM3	chr1	159202300	2520	16	0.5625	11	0.5455	0.017	Concordant
T9	ACKR1/CADM3	chr1	159202322	2542	12	1.0	7	0.7143	0.2857	AlleleSpecific
T9	ACKR1/CADM3	chr1	159202460	2680	15	0.8	10	0.8	0.0	Concordant
T9	ACKR1/CADM3	chr1	159202567	2787	17	0.1765	7	0.4286	0.2521	AlleleSpecific
T9	ACKR1/CADM3	chr1	159202632	2852	10	0.5	6	0.3333	0.1667	Concordant
T9	ACKR1/CADM3	chr1	159202660	2880	11	0.4545	8	0.5	0.0455	Concordant
T9	ACKR1/CADM3	chr1	159202785	3005	14	0.6429	9	0.3333	0.3096	AlleleSpecific
T9	ACKR1/CADM3	chr1	159202830	3050	11	0.0909	5	0.0	0.0909	Concordant
T9	ACKR1/CADM3	chr1	159202905	3125	14	0.7857	7	0.8571	0.0714	Concordant
T9	ACKR1/CADM3	chr1	159202978	3198	10	0.7	4	0.75	0.05	Concordant
T9	ACKR1/CADM3	chr1	159203063	3283	14	0.5	8	0.5	0.0	Concordant
T9	ACKR1/CADM3	chr1	159203137	3357	16	0.9375	9	1.0	0.0625	Concordant
T9	ACKR1/CADM3	chr1	159203426	3646	13	0.4615	6	0.8333	0.3718	AlleleSpecific
T9	ACKR1/CADM3	chr1	159203429	3649	11	0.1818	3	0.3333	0.1515	Concordant
T9	ACKR1/CADM3	chr1	159203665	3885	16	1.0	4	1.0	0.0	Concordant
T9	ACKR1/CADM3	chr1	159203692	3912	11	1.0	3	1.0	0.0	Concordant
T9	ACKR1/CADM3	chr1	159203737	3957	18	0.7778	4	0.75	0.0278	Concordant
T9	ACKR1/CADM3	chr1	159203750	3970	18	1.0	4	1.0	0.0	Concordant
T9	ACKR1/CADM3	chr1	159203820	4040	20	0.9	4	1.0	0.1	Concordant
T9	ACKR1/CADM3	chr1	159203896	4116	17	0.4706	6	0.3333	0.1373	Concordant
T9	ACKR1/CADM3	chr1	159204211	4431	14	0.5	6	0.5	0.0	Concordant
T9	ACKR1/CADM3	chr1	159204286	4506	13	1.0	4	1.0	0.0	Concordant
T9	ACKR1/CADM3	chr1	159204333	4553	21	0.619	6	0.8333	0.2143	Concordant
T9	ACKR1/CADM3	chr1	159204366	4586	20	0.85	6	0.6667	0.1833	Concordant
T9	ACKR1/CADM3	chr1	159204372	4592	15	0.7333	6	0.5	0.2333	Concordant
T9	ACKR1/CADM3	chr1	159204494	4714	18	0.6667	4	0.5	0.1667	Concordant
T9	ACKR1/CADM3	chr1	159204633	4853	14	0.7857	7	0.7143	0.0714	Concordant
T9	ACKR1/CADM3	chr1	159204690	4910	15	0.8667	5	0.8	0.0667	Concordant
T9	ACKR1/CADM3	chr1	159204820	5040	23	0.3478	7	0.2857	0.0621	Concordant
T9	ACKR1/CADM3	chr1	159204908	5128	18	0.2778	6	0.3333	0.0555	Concordant
T9	ACKR1/CADM3	chr1	159204918	5138	13	0.3077	3	0.6667	0.359	AlleleSpecific
T9	ACKR1/CADM3	chr1	159204938	5158	9	0.2222	3	0.3333	0.1111	Concordant
T9	ACKR1/CADM3	chr1	159204953	5173	17	0.3529	3	1.0	0.6471	AlleleSpecific
T9	ACKR1/CADM3	chr1	159205284	5504	17	0.3529	5	0.6	0.2471	Concordant
T9	ACKR1/CADM3	chr1	159205323	5543	21	0.4286	3	0.3333	0.0953	Concordant
T9	ACKR1/CADM3	chr1	159205364	5584	15	0.6	6	0.1667	0.4333	AlleleSpecific
T9	ACKR1/CADM3	chr1	159205421	5641	16	0.5	8	0.375	0.125	Concordant
T9	ACKR1/CADM3	chr1	159205462	5682	20	0.35	5	0.8	0.45	AlleleSpecific
T9	ACKR1/CADM3	chr1	159205505	5725	9	0.7778	3	0.6667	0.1111	Concordant
T9	ACKR1/CADM3	chr1	159205704	5924	18	0.4444	5	0.4	0.0444	Concordant
T9	ACKR1/CADM3	chr1	159205781	6001	13	0.3846	3	1.0	0.6154	AlleleSpecific
T9	ACKR1/CADM3	chr1	159205809	6029	10	0.4	6	0.3333	0.0667	Concordant
T9	ACKR1/CADM3	chr1	159206338	6558	21	0.5714	3	0.6667	0.0953	Concordant
T9	ACKR1/CADM3	chr1	159206351	6571	20	0.6	5	0.8	0.2	Concordant
T9	ACKR1/CADM3	chr1	159206376	6596	15	0.4667	4	0.75	0.2833	AlleleSpecific
T9	ACKR1/CADM3	chr1	159207045	7265	12	1.0	3	1.0	0.0	Concordant
T9	ACKR1/CADM3	chr1	159207082	7302	22	0.9091	3	0.6667	0.2424	Concordant
T9	ACKR1/CADM3	chr1	159207173	7393	12	0.9167	4	1.0	0.0833	Concordant
T9	ACKR1/CADM3	chr1	159207185	7405	13	0.4615	4	0.5	0.0385	Concordant
T9	ACKR1/CADM3	chr1	159207260	7480	18	1.0	4	1.0	0.0	Concordant
T9	ACKR1/CADM3	chr1	159207431	7651	9	1.0	3	1.0	0.0	Concordant
T9	ACKR1/CADM3	chr1	159207753	7973	19	0.7895	3	1.0	0.2105	Concordant
T9	ACKR1/CADM3	chr1	159208018	8238	15	0.9333	4	0.5	0.4333	AlleleSpecific
T9	ACKR1/CADM3	chr1	159208035	8255	14	0.5714	3	0.3333	0.2381	Concordant
T9	ACKR1/CADM3	chr1	159208049	8269	24	0.5833	5	0.6	0.0167	Concordant
T9	ACKR1/CADM3	chr1	159208184	8404	20	0.75	4	1.0	0.25	AlleleSpecific
T9	ACKR1/CADM3	chr1	159208223	8443	19	0.6316	5	0.8	0.1684	Concordant
T9	ACKR1/CADM3	chr1	159208318	8538	18	0.7778	3	1.0	0.2222	Concordant
T9	ACKR1/CADM3	chr1	159208573	8793	15	0.1333	5	0.2	0.0667	Concordant
T9	ACKR1/CADM3	chr1	159208692	8912	25	0.68	3	0.6667	0.0133	Concordant
T9	ACKR1/CADM3	chr1	159209263	9483	27	0.5556	4	1.0	0.4444	AlleleSpecific
T9	ACKR1/CADM3	chr1	159209320	9540	25	0.84	4	0.75	0.09	Concordant
T9	ACKR1/CADM3	chr1	159209681	9901	730	0.5685	192	0.5208	0.0477	Concordant
T9	ACKR1/CADM3	chr1	159209752	9972	663	0.9427	183	0.9344	0.0083	Concordant
T9	ACKR1/CADM3	chr1	159209785	10005	396	0.899	100	0.91	0.011	Concordant
T9	ACKR1/CADM3	chr1	159209819	10039	599	0.5776	164	0.561	0.0166	Concordant
T9	ACKR1/CADM3	chr1	159209878	10098	512	0.6406	156	0.6731	0.0325	Concordant
