Target_ID	Target_Name	Chr	Genomic_Pos	Target_Pos	Total_Depth	Methylated_Reads	Unmethylated_Reads	Methylation_Frequency	GC_Context_100bp	WGBS_Benchmark_Freq
T2	HERC2/OCA2	chr15	28123302	10601	5	5	0	1.0	0.32	0.8754
T2	HERC2/OCA2	chr15	28123589	10888	7	5	2	0.7143	0.52	0.8323
T2	HERC2/OCA2	chr15	28123597	10896	6	6	0	1.0	0.51	0.8138
T2	HERC2/OCA2	chr15	28123660	10959	6	1	5	0.1667	0.62	0.4561
T2	HERC2/OCA2	chr15	28123663	10962	7	5	2	0.7143	0.62	0.5674
T2	HERC2/OCA2	chr15	28123724	11023	7	5	2	0.7143	0.56	0.5342
T2	HERC2/OCA2	chr15	28123917	11216	5	4	1	0.8	0.43	0.7201
T2	HERC2/OCA2	chr15	28124090	11389	8	5	3	0.625	0.57	0.3686
T2	HERC2/OCA2	chr15	28124109	11408	5	2	3	0.4	0.61	0.3897
T2	HERC2/OCA2	chr15	28124123	11422	8	4	4	0.5	0.62	0.406
T2	HERC2/OCA2	chr15	28124179	11478	8	2	6	0.25	0.59	0.3219
T2	HERC2/OCA2	chr15	28124190	11489	9	5	4	0.5556	0.59	0.4023
T2	HERC2/OCA2	chr15	28124281	11580	7	4	3	0.5714	0.5	0.7115
T2	HERC2/OCA2	chr15	28124792	12091	26	16	10	0.6154	0.54	0.6439
T2	HERC2/OCA2	chr15	28124936	12235	9	7	2	0.7778	0.48	0.6371
T2	HERC2/OCA2	chr15	28124979	12278	6	2	4	0.3333	0.61	0.245
T2	HERC2/OCA2	chr15	28124997	12296	9	3	6	0.3333	0.64	0.4585
T2	HERC2/OCA2	chr15	28125032	12331	7	1	6	0.1429	0.66	0.1755
T2	HERC2/OCA2	chr15	28125045	12344	7	3	4	0.4286	0.64	0.5022
T2	HERC2/OCA2	chr15	28125053	12352	8	3	5	0.375	0.62	0.4278
T2	HERC2/OCA2	chr15	28125082	12381	11	6	5	0.5455	0.62	0.3982
T2	HERC2/OCA2	chr15	28125118	12417	9	5	4	0.5556	0.59	0.4071
T2	HERC2/OCA2	chr15	28125146	12445	7	4	3	0.5714	0.56	0.6616
T2	HERC2/OCA2	chr15	28125173	12472	6	6	0	1.0	0.48	0.7824
T2	HERC2/OCA2	chr15	28125243	12542	9	7	2	0.7778	0.51	0.7665
T2	HERC2/OCA2	chr15	28125283	12582	12	12	0	1.0	0.54	0.8715
T2	HERC2/OCA2	chr15	28125403	12702	10	7	3	0.7	0.48	0.8824
T2	HERC2/OCA2	chr15	28125570	12869	6	6	0	1.0	0.35	0.9606
T2	HERC2/OCA2	chr15	28125641	12940	6	6	0	1.0	0.25	0.792
T2	HERC2/OCA2	chr15	28125743	13042	10	5	5	0.5	0.57	0.5655
T2	HERC2/OCA2	chr15	28125849	13148	12	12	0	1.0	0.52	1.0
T2	HERC2/OCA2	chr15	28125873	13172	6	3	3	0.5	0.59	0.7118
T2	HERC2/OCA2	chr15	28125888	13187	15	6	9	0.4	0.63	0.6585
T2	HERC2/OCA2	chr15	28125897	13196	15	5	10	0.3333	0.64	0.4766
T2	HERC2/OCA2	chr15	28125904	13203	14	11	3	0.7857	0.62	0.7005
T2	HERC2/OCA2	chr15	28125910	13209	8	4	4	0.5	0.63	0.6277
T2	HERC2/OCA2	chr15	28125914	13213	11	8	3	0.7273	0.65	0.6997
T2	HERC2/OCA2	chr15	28125922	13221	12	7	5	0.5833	0.65	0.591
T2	HERC2/OCA2	chr15	28125958	13257	13	13	0	1.0	0.52	1.0
T2	HERC2/OCA2	chr15	28126031	13330	12	12	0	1.0	0.41	0.9175
T2	HERC2/OCA2	chr15	28126242	13541	9	9	0	1.0	0.43	0.9593
T2	HERC2/OCA2	chr15	28126275	13574	8	8	0	1.0	0.43	1.0
T2	HERC2/OCA2	chr15	28126277	13576	6	4	2	0.6667	0.44	0.9575
T2	HERC2/OCA2	chr15	28126301	13600	7	6	1	0.8571	0.39	0.8725
T2	HERC2/OCA2	chr15	28126403	13702	18	15	3	0.8333	0.4	0.8822
T2	HERC2/OCA2	chr15	28126631	13930	14	14	0	1.0	0.43	0.8682
T2	HERC2/OCA2	chr15	28126658	13957	9	8	1	0.8889	0.42	0.8385
T2	HERC2/OCA2	chr15	28126672	13971	12	11	1	0.9167	0.48	0.7887
T2	HERC2/OCA2	chr15	28126706	14005	7	7	0	1.0	0.49	0.9257
T2	HERC2/OCA2	chr15	28126844	14143	6	3	3	0.5	0.28	0.839
T2	HERC2/OCA2	chr15	28126940	14239	6	5	1	0.8333	0.41	0.8351
T2	HERC2/OCA2	chr15	28126969	14268	8	6	2	0.75	0.43	0.8477
T2	HERC2/OCA2	chr15	28126998	14297	12	8	4	0.6667	0.5	0.7424
T2	HERC2/OCA2	chr15	28127098	14397	7	6	1	0.8571	0.52	0.7207
T2	HERC2/OCA2	chr15	28127118	14417	11	3	8	0.2727	0.56	0.4819
T2	HERC2/OCA2	chr15	28127124	14423	9	5	4	0.5556	0.57	0.4742
T2	HERC2/OCA2	chr15	28127173	14472	7	3	4	0.4286	0.62	0.5272
T2	HERC2/OCA2	chr15	28127190	14489	8	4	4	0.5	0.61	0.4453
T2	HERC2/OCA2	chr15	28127195	14494	10	3	7	0.3	0.63	0.498
T2	HERC2/OCA2	chr15	28127202	14501	6	0	6	0.0	0.63	0.3314
T2	HERC2/OCA2	chr15	28127236	14535	6	3	3	0.5	0.62	0.2487
T2	HERC2/OCA2	chr15	28127299	14598	8	3	5	0.375	0.62	0.4051
T2	HERC2/OCA2	chr15	28127373	14672	10	2	8	0.2	0.56	0.3341
T2	HERC2/OCA2	chr15	28127391	14690	7	4	3	0.5714	0.51	0.7661
T2	HERC2/OCA2	chr15	28127570	14869	12	9	3	0.75	0.5	0.6368
T2	HERC2/OCA2	chr15	28127576	14875	8	7	1	0.875	0.52	0.671
T2	HERC2/OCA2	chr15	28127674	14973	11	3	8	0.2727	0.58	0.4464
T2	HERC2/OCA2	chr15	28127679	14978	9	4	5	0.4444	0.57	0.5263
T2	HERC2/OCA2	chr15	28127691	14990	11	3	8	0.2727	0.57	0.4637
T2	HERC2/OCA2	chr15	28127751	15050	11	3	8	0.2727	0.51	0.6622
T2	HERC2/OCA2	chr15	28127964	15263	10	8	2	0.8	0.36	0.8251
T2	HERC2/OCA2	chr15	28128062	15361	11	6	5	0.5455	0.45	0.8825
T2	HERC2/OCA2	chr15	28128081	15380	6	5	1	0.8333	0.44	0.7599
T2	HERC2/OCA2	chr15	28128089	15388	13	8	5	0.6154	0.41	0.7502
T2	HERC2/OCA2	chr15	28128100	15399	13	10	3	0.7692	0.4	0.7476
T2	HERC2/OCA2	chr15	28128169	15468	10	6	4	0.6	0.48	0.7738
T2	HERC2/OCA2	chr15	28128182	15481	12	11	1	0.9167	0.5	0.8357
T2	HERC2/OCA2	chr15	28128272	15571	8	3	5	0.375	0.64	0.3698
T2	HERC2/OCA2	chr15	28128279	15578	8	5	3	0.625	0.63	0.6253
T2	HERC2/OCA2	chr15	28128311	15610	12	3	9	0.25	0.63	0.5009
T2	HERC2/OCA2	chr15	28128353	15652	11	4	7	0.3636	0.55	0.5086
T2	HERC2/OCA2	chr15	28128355	15654	12	6	6	0.5	0.55	0.478
T2	HERC2/OCA2	chr15	28128613	15912	14	13	1	0.9286	0.42	0.8914
T2	HERC2/OCA2	chr15	28128631	15930	7	7	0	1.0	0.45	0.7867
T2	HERC2/OCA2	chr15	28128656	15955	13	12	1	0.9231	0.54	0.8985
T2	HERC2/OCA2	chr15	28128662	15961	9	6	3	0.6667	0.53	0.7585
T2	HERC2/OCA2	chr15	28128698	15997	11	7	4	0.6364	0.53	0.8065
T2	HERC2/OCA2	chr15	28128733	16032	6	4	2	0.6667	0.59	0.6233
T2	HERC2/OCA2	chr15	28128754	16053	11	7	4	0.6364	0.57	0.4845
T2	HERC2/OCA2	chr15	28128912	16211	5	3	2	0.6	0.55	0.5339
T2	HERC2/OCA2	chr15	28129141	16440	6	6	0	1.0	0.51	1.0
T2	HERC2/OCA2	chr15	28129146	16445	13	9	4	0.6923	0.52	0.8244
T2	HERC2/OCA2	chr15	28129153	16452	13	13	0	1.0	0.54	0.9822
T2	HERC2/OCA2	chr15	28129331	16630	9	3	6	0.3333	0.62	0.5721
T2	HERC2/OCA2	chr15	28129346	16645	10	5	5	0.5	0.61	0.4763
T2	HERC2/OCA2	chr15	28129376	16675	12	10	2	0.8333	0.62	0.6674
T2	HERC2/OCA2	chr15	28129447	16746	12	6	6	0.5	0.57	0.6516
T2	HERC2/OCA2	chr15	28129449	16748	5	2	3	0.4	0.58	0.5865
T2	HERC2/OCA2	chr15	28129497	16796	11	11	0	1.0	0.51	0.9918
T2	HERC2/OCA2	chr15	28129562	16861	8	6	2	0.75	0.61	0.57
T2	HERC2/OCA2	chr15	28129624	16923	9	3	6	0.3333	0.56	0.6893
T2	HERC2/OCA2	chr15	28129839	17138	181	156	25	0.8619	0.51	0.9799
T2	HERC2/OCA2	chr15	28129869	17168	237	90	147	0.3797	0.57	0.4057
T2	HERC2/OCA2	chr15	28129920	17219	186	136	50	0.7312	0.49	0.7897
T2	HERC2/OCA2	chr15	28129922	17221	192	157	35	0.8177	0.47	0.7639
T2	HERC2/OCA2	chr15	28129924	17223	198	172	26	0.8687	0.47	0.8075
T2	HERC2/OCA2	chr15	28129974	17273	207	186	21	0.8986	0.5	0.8962
T2	HERC2/OCA2	chr15	28129994	17293	176	141	35	0.8011	0.51	0.8501
T2	HERC2/OCA2	chr15	28130008	17307	173	82	91	0.474	0.57	0.4255
T2	HERC2/OCA2	chr15	28130015	17314	200	105	95	0.525	0.6	0.4083
T2	HERC2/OCA2	chr15	28130093	17392	10	5	5	0.5	0.58	0.4777
T2	HERC2/OCA2	chr15	28130142	17441	8	2	6	0.25	0.58	0.3191
T2	HERC2/OCA2	chr15	28130202	17501	8	4	4	0.5	0.616	0.3774
T2	HERC2/OCA2	chr15	28130208	17507	10	2	8	0.2	0.613	0.3926
T2	HERC2/OCA2	chr15	28130243	17542	9	5	4	0.5556	0.621	0.5962
T3	SLC24A4	chr14	92303437	35	12	12	0	1.0	0.488	0.9259
T3	SLC24A4	chr14	92303465	63	10	7	3	0.7	0.43	0.7884
T3	SLC24A4	chr14	92303511	109	8	6	2	0.75	0.38	0.7996
T3	SLC24A4	chr14	92303543	141	12	11	1	0.9167	0.45	0.8744
T3	SLC24A4	chr14	92303606	204	11	11	0	1.0	0.48	0.7394
T3	SLC24A4	chr14	92303651	249	6	6	0	1.0	0.44	0.8376
T3	SLC24A4	chr14	92303730	328	7	4	3	0.5714	0.34	0.6973
T3	SLC24A4	chr14	92303942	540	6	5	1	0.8333	0.33	0.8068
T3	SLC24A4	chr14	92304211	809	9	6	3	0.6667	0.54	0.7323
T3	SLC24A4	chr14	92304576	1174	8	7	1	0.875	0.49	0.7844
T3	SLC24A4	chr14	92304806	1404	7	7	0	1.0	0.37	0.7717
T3	SLC24A4	chr14	92304935	1533	10	9	1	0.9	0.42	0.7492
T3	SLC24A4	chr14	92304938	1536	5	4	1	0.8	0.41	0.7632
T3	SLC24A4	chr14	92305058	1656	7	7	0	1.0	0.44	0.7932
T3	SLC24A4	chr14	92305375	1973	5	2	3	0.4	0.34	0.697
T3	SLC24A4	chr14	92305594	2192	22	10	12	0.4545	0.56	0.3489
T3	SLC24A4	chr14	92305730	2328	16	9	7	0.5625	0.43	0.7507
T3	SLC24A4	chr14	92305793	2391	16	7	9	0.4375	0.57	0.3587
T3	SLC24A4	chr14	92305868	2466	8	6	2	0.75	0.45	0.5665
T3	SLC24A4	chr14	92306025	2623	5	2	3	0.4	0.52	0.7342
T3	SLC24A4	chr14	92306148	2746	7	5	2	0.7143	0.51	0.6597
T3	SLC24A4	chr14	92306867	3465	8	8	0	1.0	0.53	1.0
T3	SLC24A4	chr14	92307716	4314	7	7	0	1.0	0.53	0.9279
T3	SLC24A4	chr14	92307863	4461	6	6	0	1.0	0.52	0.8805
T3	SLC24A4	chr14	92307943	4541	5	4	1	0.8	0.52	0.8284
T3	SLC24A4	chr14	92308159	4757	5	4	1	0.8	0.48	0.6392
T3	SLC24A4	chr14	92308595	5193	5	4	1	0.8	0.5	0.7676
T3	SLC24A4	chr14	92308698	5296	6	5	1	0.8333	0.47	0.7678
T3	SLC24A4	chr14	92309073	5671	5	3	2	0.6	0.27	0.746
T3	SLC24A4	chr14	92309386	5984	6	6	0	1.0	0.53	0.7845
T3	SLC24A4	chr14	92313676	10274	5	4	1	0.8	0.51	0.8422
T3	SLC24A4	chr14	92314527	11125	5	4	1	0.8	0.5	0.7895
T3	SLC24A4	chr14	92315886	12484	187	149	38	0.7968	0.52	0.7109
T3	SLC24A4	chr14	92315892	12490	213	181	32	0.8498	0.53	0.8804
T3	SLC24A4	chr14	92315946	12544	418	244	174	0.5837	0.56	0.4895
T3	SLC24A4	chr14	92315991	12589	411	358	53	0.871	0.52	0.9215
T3	SLC24A4	chr14	92316022	12620	406	361	45	0.8892	0.54	0.8189
T3	SLC24A4	chr14	92316036	12634	357	285	72	0.7983	0.54	0.8302
T3	SLC24A4	chr14	92316038	12636	400	292	108	0.73	0.54	0.7167
T3	SLC24A4	chr14	92316080	12678	414	202	212	0.4879	0.6	0.3895
T3	SLC24A4	chr14	92316090	12688	452	235	217	0.5199	0.6	0.4886
T3	SLC24A4	chr14	92316114	12712	413	225	188	0.5448	0.61	0.5131
T3	SLC24A4	chr14	92316160	12758	357	294	63	0.8235	0.44	0.8983
T3	SLC24A4	chr14	92316200	12798	20	15	5	0.75	0.32	0.731
T3	SLC24A4	chr14	92319614	16212	107	66	41	0.6168	0.55	0.6346
T3	SLC24A4	chr14	92319652	16250	211	114	97	0.5403	0.6	0.6225
T3	SLC24A4	chr14	92319684	16282	207	194	13	0.9372	0.54	0.9898
T3	SLC24A4	chr14	92319810	16408	208	132	76	0.6346	0.56	0.6572
T3	SLC24A4	chr14	92319864	16462	198	174	24	0.8788	0.47	0.9062
T3	SLC24A4	chr14	92322828	19426	5	1	4	0.2	0.74	0.2687
T3	SLC24A4	chr14	92322840	19438	5	3	2	0.6	0.68	0.19
T3	SLC24A4	chr14	92323069	19667	5	2	3	0.4	0.66	0.3811
T3	SLC24A4	chr14	92323105	19703	5	3	2	0.6	0.74	0.3898
T3	SLC24A4	chr14	92323131	19729	5	2	3	0.4	0.77	0.3371
T3	SLC24A4	chr14	92323144	19742	5	0	5	0.0	0.75	0.3508
T3	SLC24A4	chr14	92323178	19776	5	2	3	0.4	0.73	0.2627
T3	SLC24A4	chr14	92323184	19782	5	2	3	0.4	0.74	0.3116
T3	SLC24A4	chr14	92323270	19868	5	1	4	0.2	0.79	0.3232
T3	SLC24A4	chr14	92323272	19870	5	1	4	0.2	0.79	0.2392
T3	SLC24A4	chr14	92323312	19910	5	2	3	0.4	0.77	0.3505
T3	SLC24A4	chr14	92323326	19924	5	2	3	0.4	0.79	0.3996
T3	SLC24A4	chr14	92323552	20150	5	1	4	0.2	0.79	0.2335
T3	SLC24A4	chr14	92323638	20236	5	0	5	0.0	0.79	0.2372
T4	SLC45A2	chr5	33944731	21	14	8	6	0.5714	0.614	0.5266
T4	SLC45A2	chr5	33944737	27	35	17	18	0.4857	0.618	0.5155
T4	SLC45A2	chr5	33944770	60	34	15	19	0.4412	0.64	0.4394
T4	SLC45A2	chr5	33944812	102	24	12	12	0.5	0.65	0.3771
T4	SLC45A2	chr5	33944836	126	30	16	14	0.5333	0.64	0.5031
T4	SLC45A2	chr5	33944981	271	22	17	5	0.7727	0.44	0.8763
T4	SLC45A2	chr5	33945256	546	17	17	0	1.0	0.32	0.9393
T4	SLC45A2	chr5	33945280	570	20	18	2	0.9	0.34	0.9723
T4	SLC45A2	chr5	33945487	777	33	32	1	0.9697	0.34	0.987
T4	SLC45A2	chr5	33945522	812	16	16	0	1.0	0.38	0.8272
T4	SLC45A2	chr5	33945659	949	35	31	4	0.8857	0.41	0.9484
T4	SLC45A2	chr5	33945764	1054	18	17	1	0.9444	0.36	1.0
T4	SLC45A2	chr5	33945823	1113	11	9	2	0.8182	0.27	0.8332
T4	SLC45A2	chr5	33945898	1188	20	17	3	0.85	0.33	0.829
T4	SLC45A2	chr5	33945935	1225	26	23	3	0.8846	0.41	1.0
T4	SLC45A2	chr5	33946136	1426	20	18	2	0.9	0.49	0.9276
T4	SLC45A2	chr5	33946548	1838	14	12	2	0.8571	0.46	0.7417
T4	SLC45A2	chr5	33946565	1855	10	9	1	0.9	0.51	0.7064
T4	SLC45A2	chr5	33946593	1883	24	24	0	1.0	0.51	0.8386
T4	SLC45A2	chr5	33946771	2061	22	19	3	0.8636	0.48	0.6539
T4	SLC45A2	chr5	33947177	2467	20	14	6	0.7	0.51	0.7559
T4	SLC45A2	chr5	33947179	2469	14	10	4	0.7143	0.51	0.6586
T4	SLC45A2	chr5	33947274	2564	22	18	4	0.8182	0.54	0.7873
T4	SLC45A2	chr5	33947295	2585	22	18	4	0.8182	0.51	0.7362
T4	SLC45A2	chr5	33947322	2612	22	16	6	0.7273	0.44	0.8051
T4	SLC45A2	chr5	33947658	2948	9	7	2	0.7778	0.46	0.7327
T4	SLC45A2	chr5	33947756	3046	14	11	3	0.7857	0.45	0.7559
T4	SLC45A2	chr5	33947997	3287	18	16	2	0.8889	0.53	0.9308
T4	SLC45A2	chr5	33948370	3660	17	16	1	0.9412	0.41	0.8648
T4	SLC45A2	chr5	33948457	3747	12	12	0	1.0	0.31	0.9807
T4	SLC45A2	chr5	33949748	5038	13	11	2	0.8462	0.24	1.0
T4	SLC45A2	chr5	33949813	5103	8	6	2	0.75	0.33	0.8192
T4	SLC45A2	chr5	33949985	5275	23	16	7	0.6957	0.53	0.6492
T4	SLC45A2	chr5	33950081	5371	19	15	4	0.7895	0.5	0.7007
T4	SLC45A2	chr5	33950367	5657	17	12	5	0.7059	0.34	0.6606
T4	SLC45A2	chr5	33950460	5750	13	8	5	0.6154	0.32	0.7393
T4	SLC45A2	chr5	33950848	6138	14	10	4	0.7143	0.37	0.8027
T4	SLC45A2	chr5	33950898	6188	12	7	5	0.5833	0.46	0.789
T4	SLC45A2	chr5	33951243	6533	13	12	1	0.9231	0.43	0.8773
T4	SLC45A2	chr5	33951430	6720	12	12	0	1.0	0.31	0.9432
T4	SLC45A2	chr5	33951575	6865	11	9	2	0.8182	0.45	0.8982
T4	SLC45A2	chr5	33951608	6898	7	6	1	0.8571	0.46	0.8718
T4	SLC45A2	chr5	33951620	6910	6	5	1	0.8333	0.52	0.8768
T4	SLC45A2	chr5	33951665	6955	8	8	0	1.0	0.47	1.0
T4	SLC45A2	chr5	33951667	6957	7	7	0	1.0	0.46	0.9429
T4	SLC45A2	chr5	33951826	7116	11	11	0	1.0	0.46	0.9559
T4	SLC45A2	chr5	33951989	7279	15	14	1	0.9333	0.53	0.958
T4	SLC45A2	chr5	33952184	7474	10	10	0	1.0	0.47	1.0
T4	SLC45A2	chr5	33952203	7493	10	10	0	1.0	0.54	0.9364
T4	SLC45A2	chr5	33952249	7539	16	12	4	0.75	0.57	0.4362
T4	SLC45A2	chr5	33952286	7576	15	12	3	0.8	0.56	0.6761
T4	SLC45A2	chr5	33952455	7745	16	14	2	0.875	0.32	0.8333
T4	SLC45A2	chr5	33952641	7931	11	11	0	1.0	0.28	0.7859
T4	SLC45A2	chr5	33952782	8072	210	167	43	0.7952	0.45	0.756
T4	SLC45A2	chr5	33952849	8139	188	79	109	0.4202	0.55	0.4529
T4	SLC45A2	chr5	33952939	8229	170	114	56	0.6706	0.39	0.5923
T4	SLC45A2	chr5	33952962	8252	199	152	47	0.7638	0.39	0.6253
T4	SLC45A2	chr5	33953142	8432	176	119	57	0.6761	0.39	0.7166
T4	SLC45A2	chr5	33953155	8445	181	122	59	0.674	0.39	0.6604
T4	SLC45A2	chr5	33953560	8850	145	103	42	0.7103	0.51	0.8293
T4	SLC45A2	chr5	33953583	8873	153	104	49	0.6797	0.48	0.7275
T4	SLC45A2	chr5	33953593	8883	156	115	41	0.7372	0.47	0.6519
T4	SLC45A2	chr5	33953626	8916	172	127	45	0.7384	0.44	0.8124
T4	SLC45A2	chr5	33953821	9111	155	104	51	0.671	0.44	0.6893
T4	SLC45A2	chr5	33954171	9461	14	10	4	0.7143	0.42	0.7743
T4	SLC45A2	chr5	33954351	9641	11	11	0	1.0	0.45	0.9739
T4	SLC45A2	chr5	33954440	9730	9	8	1	0.8889	0.51	0.9092
T4	SLC45A2	chr5	33954500	9790	6	5	1	0.8333	0.45	0.819
T4	SLC45A2	chr5	33954685	9975	12	12	0	1.0	0.5	0.9488
T4	SLC45A2	chr5	33955012	10302	16	16	0	1.0	0.33	0.9844
T4	SLC45A2	chr5	33955304	10594	16	15	1	0.9375	0.48	0.9343
T4	SLC45A2	chr5	33955676	10966	16	14	2	0.875	0.3	0.6581
T4	SLC45A2	chr5	33956390	11680	17	11	6	0.6471	0.45	0.7203
T4	SLC45A2	chr5	33956842	12132	13	10	3	0.7692	0.43	0.806
T4	SLC45A2	chr5	33957006	12296	8	4	4	0.5	0.32	0.6828
T4	SLC45A2	chr5	33957280	12570	17	17	0	1.0	0.3	0.8437
T4	SLC45A2	chr5	33957412	12702	11	11	0	1.0	0.26	0.8051
T4	SLC45A2	chr5	33957760	13050	14	13	1	0.9286	0.37	0.9611
T4	SLC45A2	chr5	33958108	13398	10	10	0	1.0	0.41	1.0
T4	SLC45A2	chr5	33958198	13488	21	18	3	0.8571	0.36	0.8553
T4	SLC45A2	chr5	33958574	13864	17	15	2	0.8824	0.47	0.9557
T4	SLC45A2	chr5	33958758	14048	12	8	4	0.6667	0.38	0.9391
T4	SLC45A2	chr5	33958788	14078	5	3	2	0.6	0.4	0.878
T4	SLC45A2	chr5	33958871	14161	17	7	10	0.4118	0.55	0.4835
T4	SLC45A2	chr5	33958887	14177	12	9	3	0.75	0.57	0.4724
T4	SLC45A2	chr5	33958916	14206	21	17	4	0.8095	0.49	0.8228
T4	SLC45A2	chr5	33958968	14258	21	19	2	0.9048	0.35	0.9199
T4	SLC45A2	chr5	33958993	14283	18	12	6	0.6667	0.3	0.7929
T4	SLC45A2	chr5	33959280	14570	16	14	2	0.875	0.27	0.6212
T4	SLC45A2	chr5	33959303	14593	15	15	0	1.0	0.33	0.8423
T4	SLC45A2	chr5	33959330	14620	21	14	7	0.6667	0.41	0.7415
T5	TYR	chr11	89259157	158	14	11	3	0.7857	0.37	0.7503
T5	TYR	chr11	89259168	169	24	22	2	0.9167	0.36	0.8939
T5	TYR	chr11	89259182	183	18	17	1	0.9444	0.37	0.77
T5	TYR	chr11	89259206	207	18	18	0	1.0	0.37	0.9304
T5	TYR	chr11	89259478	479	18	18	0	1.0	0.36	0.9062
T5	TYR	chr11	89259531	532	15	15	0	1.0	0.29	0.9944
T5	TYR	chr11	89259631	632	30	25	5	0.8333	0.4	0.9019
T5	TYR	chr11	89260147	1148	18	16	2	0.8889	0.36	1.0
T5	TYR	chr11	89260937	1938	6	5	1	0.8333	0.52	0.733
T5	TYR	chr11	89260995	1996	19	19	0	1.0	0.45	0.6912
T5	TYR	chr11	89261681	2682	6	6	0	1.0	0.35	0.6658
T5	TYR	chr11	89262116	3117	570	530	40	0.9298	0.47	0.7453
T5	TYR	chr11	89262175	3176	817	495	322	0.6059	0.56	0.4857
T5	TYR	chr11	89262492	3493	20	20	0	1.0	0.26	0.9797
T5	TYR	chr11	89262520	3521	16	15	1	0.9375	0.29	0.8542
T5	TYR	chr11	89263499	4500	17	15	2	0.8824	0.37	0.9945
T5	TYR	chr11	89264149	5150	12	9	3	0.75	0.4	0.5386
T5	TYR	chr11	89264326	5327	12	7	5	0.5833	0.4	0.8003
T5	TYR	chr11	89264543	5544	23	16	7	0.6957	0.36	0.7431
T5	TYR	chr11	89264717	5718	27	18	9	0.6667	0.33	0.6562
T5	TYR	chr11	89264760	5761	10	8	2	0.8	0.41	0.7872
T5	TYR	chr11	89265010	6011	7	4	3	0.5714	0.36	0.7923
T5	TYR	chr11	89265390	6391	10	10	0	1.0	0.47	0.9521
T5	TYR	chr11	89265816	6817	13	11	2	0.8462	0.31	0.9006
T5	TYR	chr11	89266041	7042	9	9	0	1.0	0.38	1.0
T5	TYR	chr11	89266553	7554	7	5	2	0.7143	0.39	0.8272
T5	TYR	chr11	89267335	8336	8	6	2	0.75	0.3	0.7169
T5	TYR	chr11	89267657	8658	6	4	2	0.6667	0.34	0.7019
T5	TYR	chr11	89267722	8723	10	8	2	0.8	0.3	0.7398
T5	TYR	chr11	89268187	9188	7	3	4	0.4286	0.37	0.8255
T5	TYR	chr11	89268808	9809	7	7	0	1.0	0.47	0.7987
T5	TYR	chr11	89268889	9890	8	7	1	0.875	0.36	0.9311
T5	TYR	chr11	89268947	9948	8	8	0	1.0	0.38	0.9343
T5	TYR	chr11	89269492	10493	9	7	2	0.7778	0.27	0.8693
T5	TYR	chr11	89269694	10695	10	8	2	0.8	0.3	0.8935
T5	TYR	chr11	89269957	10958	8	7	1	0.875	0.45	0.8443
T5	TYR	chr11	89270010	11011	7	4	3	0.5714	0.46	0.7842
T5	TYR	chr11	89270022	11023	6	6	0	1.0	0.46	0.9228
T5	TYR	chr11	89270202	11203	7	7	0	1.0	0.39	0.8997
T5	TYR	chr11	89270335	11336	5	3	2	0.6	0.41	0.7702
T5	TYR	chr11	89270510	11511	7	4	3	0.5714	0.46	0.7676
T5	TYR	chr11	89271915	12916	10	9	1	0.9	0.34	0.8353
T5	TYR	chr11	89272208	13209	10	10	0	1.0	0.31	0.8508
T5	TYR	chr11	89273024	14025	11	10	1	0.9091	0.35	0.8047
T5	TYR	chr11	89273379	14380	7	2	5	0.2857	0.57	0.2788
T5	TYR	chr11	89275723	16724	5	5	0	1.0	0.35	0.7738
T5	TYR	chr11	89276332	17333	5	3	2	0.6	0.42	0.7999
T5	TYR	chr11	89280215	21216	5	3	2	0.6	0.44	0.6391
T5	TYR	chr11	89290957	31958	5	5	0	1.0	0.31	0.7898
T5	TYR	chr11	89292402	33403	5	3	2	0.6	0.28	0.854
T5	TYR	chr11	89292588	33589	6	3	3	0.5	0.25	0.6293
T5	TYR	chr11	89292700	33701	6	5	1	0.8333	0.36	0.7786
T5	TYR	chr11	89293396	34397	5	4	1	0.8	0.42	0.8718
T5	TYR	chr11	89293493	34494	8	7	1	0.875	0.28	0.7824
T5	TYR	chr11	89293845	34846	7	5	2	0.7143	0.42	0.7643
T5	TYR	chr11	89293956	34957	9	8	1	0.8889	0.39	0.8911
T5	TYR	chr11	89294125	35126	6	4	2	0.6667	0.44	0.9378
T5	TYR	chr11	89294173	35174	6	6	0	1.0	0.45	1.0
T5	TYR	chr11	89294216	35217	5	5	0	1.0	0.36	0.9607
T5	TYR	chr11	89294361	35362	7	7	0	1.0	0.44	0.953
T5	TYR	chr11	89294387	35388	5	5	0	1.0	0.5	1.0
T5	TYR	chr11	89294506	35507	6	2	4	0.3333	0.66	0.2652
T5	TYR	chr11	89294510	35511	7	4	3	0.5714	0.67	0.4257
T5	TYR	chr11	89294523	35524	6	3	3	0.5	0.65	0.6701
T5	TYR	chr11	89294525	35526	8	4	4	0.5	0.66	0.5299
T5	TYR	chr11	89294553	35554	9	3	6	0.3333	0.69	0.2998
T5	TYR	chr11	89294558	35559	7	0	7	0.0	0.69	0.3599
T5	TYR	chr11	89294571	35572	5	2	3	0.4	0.69	0.4061
T5	TYR	chr11	89294584	35585	9	8	1	0.8889	0.62	0.6
T5	TYR	chr11	89294605	35606	6	4	2	0.6667	0.57	0.4538
T5	TYR	chr11	89294616	35617	7	7	0	1.0	0.53	1.0
T5	TYR	chr11	89294786	35787	10	8	2	0.8	0.3	1.0
T5	TYR	chr11	89294804	35805	9	9	0	1.0	0.33	1.0
